geometry,case,seed,branch,fraction,width,start_x,start_y,start_z,end_x,end_y,end_z
tree,seed_47_breaks_32,47,23,0.5,0.02,0.661520016959949,0.5875,0.2865499894000318,0.6784799830400509,0.5875,0.2759500105999682
tree,seed_47_breaks_32,47,7,0.5,0.02,0.521520016959949,0.2865499894000318,0.325,0.5384799830400508,0.2759500105999682,0.325
tree,seed_83_breaks_1,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_2,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_2,83,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_83_breaks_4,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_4,83,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_83_breaks_4,83,52,0.5,0.02,0.8004552002196497,0.7813922500686404,0.2375,0.8195447997803502,0.7873577499313594,0.2375
tree,seed_83_breaks_4,83,36,0.5,0.02,0.8004552002196497,0.43139225006864046,0.2375,0.8195447997803502,0.43735774993135945,0.2375
tree,seed_83_breaks_8,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_8,83,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_83_breaks_8,83,52,0.5,0.02,0.8004552002196497,0.7813922500686404,0.2375,0.8195447997803502,0.7873577499313594,0.2375
tree,seed_83_breaks_8,83,36,0.5,0.02,0.8004552002196497,0.43139225006864046,0.2375,0.8195447997803502,0.43735774993135945,0.2375
tree,seed_83_breaks_8,83,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_83_breaks_8,83,38,0.5,0.02,0.8004552002196497,0.43139225006864046,0.4125,0.8195447997803502,0.43735774993135945,0.4125
tree,seed_83_breaks_8,83,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_83_breaks_8,83,54,0.5,0.02,0.8004552002196497,0.7813922500686404,0.4125,0.8195447997803502,0.7873577499313594,0.4125
tree,seed_83_breaks_16,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_16,83,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_83_breaks_16,83,52,0.5,0.02,0.8004552002196497,0.7813922500686404,0.2375,0.8195447997803502,0.7873577499313594,0.2375
tree,seed_83_breaks_16,83,36,0.5,0.02,0.8004552002196497,0.43139225006864046,0.2375,0.8195447997803502,0.43735774993135945,0.2375
tree,seed_83_breaks_16,83,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_83_breaks_16,83,38,0.5,0.02,0.8004552002196497,0.43139225006864046,0.4125,0.8195447997803502,0.43735774993135945,0.4125
tree,seed_83_breaks_16,83,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_83_breaks_16,83,54,0.5,0.02,0.8004552002196497,0.7813922500686404,0.4125,0.8195447997803502,0.7873577499313594,0.4125
tree,seed_83_breaks_16,83,40,0.5,0.02,0.8004552002196497,0.2563922500686405,0.5875,0.8195447997803502,0.2623577499313595,0.5875
tree,seed_83_breaks_16,83,23,0.5,0.02,0.661520016959949,0.5875,0.2865499894000318,0.6784799830400509,0.5875,0.2759500105999682
tree,seed_83_breaks_16,83,51,0.5,0.02,0.8004552002196497,0.7436077499313595,0.2375,0.8195447997803502,0.7376422500686405,0.2375
tree,seed_83_breaks_16,83,57,0.5,0.02,0.8004552002196497,0.5686077499313595,0.7625,0.8195447997803502,0.5626422500686405,0.7625
tree,seed_83_breaks_16,83,30,0.5,0.02,0.661520016959949,0.7625,0.7134500105999682,0.6784799830400509,0.7625,0.7240499894000318
tree,seed_83_breaks_16,83,28,0.5,0.02,0.661520016959949,0.5875,0.7134500105999682,0.6784799830400509,0.5875,0.7240499894000318
tree,seed_83_breaks_16,83,9,0.5,0.02,0.521520016959949,0.2865499894000318,0.675,0.5384799830400508,0.2759500105999682,0.675
tree,seed_83_breaks_16,83,24,0.5,0.02,0.661520016959949,0.5875,0.36345001059996823,0.6784799830400509,0.5875,0.3740499894000318
tree,seed_83_breaks_32,83,3,0.5,0.02,0.3837530495244557,0.325,0.4203086880944303,0.3962469504755442,0.325,0.4046913119055697
tree,seed_83_breaks_32,83,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_83_breaks_32,83,52,0.5,0.02,0.8004552002196497,0.7813922500686404,0.2375,0.8195447997803502,0.7873577499313594,0.2375
tree,seed_83_breaks_32,83,36,0.5,0.02,0.8004552002196497,0.43139225006864046,0.2375,0.8195447997803502,0.43735774993135945,0.2375
tree,seed_83_breaks_32,83,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_83_breaks_32,83,38,0.5,0.02,0.8004552002196497,0.43139225006864046,0.4125,0.8195447997803502,0.43735774993135945,0.4125
tree,seed_83_breaks_32,83,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_83_breaks_32,83,54,0.5,0.02,0.8004552002196497,0.7813922500686404,0.4125,0.8195447997803502,0.7873577499313594,0.4125
tree,seed_83_breaks_32,83,40,0.5,0.02,0.8004552002196497,0.2563922500686405,0.5875,0.8195447997803502,0.2623577499313595,0.5875
tree,seed_83_breaks_32,83,23,0.5,0.02,0.661520016959949,0.5875,0.2865499894000318,0.6784799830400509,0.5875,0.2759500105999682
tree,seed_83_breaks_32,83,51,0.5,0.02,0.8004552002196497,0.7436077499313595,0.2375,0.8195447997803502,0.7376422500686405,0.2375
tree,seed_83_breaks_32,83,57,0.5,0.02,0.8004552002196497,0.5686077499313595,0.7625,0.8195447997803502,0.5626422500686405,0.7625
tree,seed_83_breaks_32,83,30,0.5,0.02,0.661520016959949,0.7625,0.7134500105999682,0.6784799830400509,0.7625,0.7240499894000318
tree,seed_83_breaks_32,83,28,0.5,0.02,0.661520016959949,0.5875,0.7134500105999682,0.6784799830400509,0.5875,0.7240499894000318
tree,seed_83_breaks_32,83,9,0.5,0.02,0.521520016959949,0.2865499894000318,0.675,0.5384799830400508,0.2759500105999682,0.675
tree,seed_83_breaks_32,83,24,0.5,0.02,0.661520016959949,0.5875,0.36345001059996823,0.6784799830400509,0.5875,0.3740499894000318
tree,seed_83_breaks_32,83,25,0.5,0.02,0.661520016959949,0.7625,0.2865499894000318,0.6784799830400509,0.7625,0.2759500105999682
tree,seed_83_breaks_32,83,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_83_breaks_32,83,32,0.5,0.02,0.8004552002196497,0.2563922500686405,0.2375,0.8195447997803502,0.2623577499313595,0.2375
tree,seed_83_breaks_32,83,14,0.5,0.02,0.521520016959949,0.7134500105999682,0.675,0.5384799830400508,0.7240499894000318,0.675
tree,seed_83_breaks_32,83,19,0.5,0.02,0.661520016959949,0.2375,0.6365499894000319,0.6784799830400509,0.2375,0.6259500105999682
tree,seed_83_breaks_32,83,34,0.5,0.02,0.8004552002196497,0.2563922500686405,0.4125,0.8195447997803502,0.2623577499313595,0.4125
tree,seed_83_breaks_32,83,1,0.5,0.02,0.24375304952445573,0.4203086880944303,0.5,0.2562469504755442,0.4046913119055697,0.5
tree,seed_83_breaks_32,83,58,0.5,0.02,0.8004552002196497,0.6063922500686405,0.7625,0.8195447997803502,0.6123577499313595,0.7625
tree,seed_83_breaks_32,83,47,0.5,0.02,0.8004552002196497,0.5686077499313595,0.2375,0.8195447997803502,0.5626422500686405,0.2375
tree,seed_83_breaks_32,83,17,0.5,0.02,0.661520016959949,0.4125,0.2865499894000318,0.6784799830400509,0.4125,0.2759500105999682
tree,seed_83_breaks_32,83,15,0.5,0.02,0.661520016959949,0.2375,0.2865499894000318,0.6784799830400509,0.2375,0.2759500105999682
tree,seed_83_breaks_32,83,13,0.5,0.02,0.521520016959949,0.6365499894000319,0.675,0.5384799830400508,0.6259500105999682,0.675
tree,seed_83_breaks_32,83,49,0.5,0.02,0.8004552002196497,0.5686077499313595,0.4125,0.8195447997803502,0.5626422500686405,0.4125
tree,seed_83_breaks_32,83,31,0.5,0.02,0.8004552002196497,0.21860774993135945,0.2375,0.8195447997803502,0.21264225006864051,0.2375
tree,seed_83_breaks_32,83,41,0.5,0.02,0.8004552002196497,0.21860774993135945,0.7625,0.8195447997803502,0.21264225006864051,0.7625
tree,seed_83_breaks_32,83,10,0.5,0.02,0.521520016959949,0.36345001059996823,0.675,0.5384799830400508,0.3740499894000318,0.675
tree,seed_101_breaks_1,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_2,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_2,101,16,0.5,0.02,0.661520016959949,0.2375,0.36345001059996823,0.6784799830400509,0.2375,0.3740499894000318
tree,seed_101_breaks_4,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_4,101,16,0.5,0.02,0.661520016959949,0.2375,0.36345001059996823,0.6784799830400509,0.2375,0.3740499894000318
tree,seed_101_breaks_4,101,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_101_breaks_4,101,5,0.5,0.02,0.3837530495244557,0.675,0.4203086880944303,0.3962469504755442,0.675,0.4046913119055697
tree,seed_101_breaks_8,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_8,101,16,0.5,0.02,0.661520016959949,0.2375,0.36345001059996823,0.6784799830400509,0.2375,0.3740499894000318
tree,seed_101_breaks_8,101,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_101_breaks_8,101,5,0.5,0.02,0.3837530495244557,0.675,0.4203086880944303,0.3962469504755442,0.675,0.4046913119055697
tree,seed_101_breaks_8,101,2,0.5,0.02,0.24375304952445573,0.5796913119055698,0.5,0.2562469504755442,0.5953086880944303,0.5
tree,seed_101_breaks_8,101,31,0.5,0.02,0.8004552002196497,0.21860774993135945,0.2375,0.8195447997803502,0.21264225006864051,0.2375
tree,seed_101_breaks_8,101,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_101_breaks_8,101,30,0.5,0.02,0.661520016959949,0.7625,0.7134500105999682,0.6784799830400509,0.7625,0.7240499894000318
tree,seed_101_breaks_16,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_16,101,16,0.5,0.02,0.661520016959949,0.2375,0.36345001059996823,0.6784799830400509,0.2375,0.3740499894000318
tree,seed_101_breaks_16,101,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_101_breaks_16,101,5,0.5,0.02,0.3837530495244557,0.675,0.4203086880944303,0.3962469504755442,0.675,0.4046913119055697
tree,seed_101_breaks_16,101,2,0.5,0.02,0.24375304952445573,0.5796913119055698,0.5,0.2562469504755442,0.5953086880944303,0.5
tree,seed_101_breaks_16,101,31,0.5,0.02,0.8004552002196497,0.21860774993135945,0.2375,0.8195447997803502,0.21264225006864051,0.2375
tree,seed_101_breaks_16,101,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_101_breaks_16,101,30,0.5,0.02,0.661520016959949,0.7625,0.7134500105999682,0.6784799830400509,0.7625,0.7240499894000318
tree,seed_101_breaks_16,101,57,0.5,0.02,0.8004552002196497,0.5686077499313595,0.7625,0.8195447997803502,0.5626422500686405,0.7625
tree,seed_101_breaks_16,101,0,0.5,0.02,0.12000000000000001,0.5,0.5,0.14,0.5,0.5
tree,seed_101_breaks_16,101,33,0.5,0.02,0.8004552002196497,0.21860774993135945,0.4125,0.8195447997803502,0.21264225006864051,0.4125
tree,seed_101_breaks_16,101,28,0.5,0.02,0.661520016959949,0.5875,0.7134500105999682,0.6784799830400509,0.5875,0.7240499894000318
tree,seed_101_breaks_16,101,7,0.5,0.02,0.521520016959949,0.2865499894000318,0.325,0.5384799830400508,0.2759500105999682,0.325
tree,seed_101_breaks_16,101,26,0.5,0.02,0.661520016959949,0.7625,0.36345001059996823,0.6784799830400509,0.7625,0.3740499894000318
tree,seed_101_breaks_16,101,11,0.5,0.02,0.521520016959949,0.6365499894000319,0.325,0.5384799830400508,0.6259500105999682,0.325
tree,seed_101_breaks_16,101,19,0.5,0.02,0.661520016959949,0.2375,0.6365499894000319,0.6784799830400509,0.2375,0.6259500105999682
tree,seed_101_breaks_32,101,46,0.5,0.02,0.8004552002196497,0.43139225006864046,0.7625,0.8195447997803502,0.43735774993135945,0.7625
tree,seed_101_breaks_32,101,16,0.5,0.02,0.661520016959949,0.2375,0.36345001059996823,0.6784799830400509,0.2375,0.3740499894000318
tree,seed_101_breaks_32,101,4,0.5,0.02,0.3837530495244557,0.325,0.5796913119055698,0.3962469504755442,0.325,0.5953086880944303
tree,seed_101_breaks_32,101,5,0.5,0.02,0.3837530495244557,0.675,0.4203086880944303,0.3962469504755442,0.675,0.4046913119055697
tree,seed_101_breaks_32,101,2,0.5,0.02,0.24375304952445573,0.5796913119055698,0.5,0.2562469504755442,0.5953086880944303,0.5
tree,seed_101_breaks_32,101,31,0.5,0.02,0.8004552002196497,0.21860774993135945,0.2375,0.8195447997803502,0.21264225006864051,0.2375
tree,seed_101_breaks_32,101,59,0.5,0.02,0.8004552002196497,0.7436077499313595,0.5875,0.8195447997803502,0.7376422500686405,0.5875
tree,seed_101_breaks_32,101,30,0.5,0.02,0.661520016959949,0.7625,0.7134500105999682,0.6784799830400509,0.7625,0.7240499894000318
tree,seed_101_breaks_32,101,57,0.5,0.02,0.8004552002196497,0.5686077499313595,0.7625,0.8195447997803502,0.5626422500686405,0.7625
tree,seed_101_breaks_32,101,0,0.5,0.02,0.12000000000000001,0.5,0.5,0.14,0.5,0.5
tree,seed_101_breaks_32,101,33,0.5,0.02,0.8004552002196497,0.21860774993135945,0.4125,0.8195447997803502,0.21264225006864051,0.4125
tree,seed_101_breaks_32,101,28,0.5,0.02,0.661520016959949,0.5875,0.7134500105999682,0.6784799830400509,0.5875,0.7240499894000318
tree,seed_101_breaks_32,101,7,0.5,0.02,0.521520016959949,0.2865499894000318,0.325,0.5384799830400508,0.2759500105999682,0.325
tree,seed_101_breaks_32,101,26,0.5,0.02,0.661520016959949,0.7625,0.36345001059996823,0.6784799830400509,0.7625,0.3740499894000318
tree,seed_101_breaks_32,101,11,0.5,0.02,0.521520016959949,0.6365499894000319,0.325,0.5384799830400508,0.6259500105999682,0.325
tree,seed_101_breaks_32,101,19,0.5,0.02,0.661520016959949,0.2375,0.6365499894000319,0.6784799830400509,0.2375,0.6259500105999682
tree,seed_101_breaks_32,101,18,0.5,0.02,0.661520016959949,0.4125,0.36345001059996823,0.6784799830400509,0.4125,0.3740499894000318
tree,seed_101_breaks_32,101,58,0.5,0.02,0.8004552002196497,0.6063922500686405,0.7625,0.8195447997803502,0.6123577499313595,0.7625
tree,seed_101_breaks_32,101,23,0.5,0.02,0.661520016959949,0.5875,0.2865499894000318,0.6784799830400509,0.5875,0.2759500105999682
tree,seed_101_breaks_32,101,48,0.5,0.02,0.8004552002196497,0.6063922500686405,0.2375,0.8195447997803502,0.6123577499313595,0.2375
tree,seed_101_breaks_32,101,49,0.5,0.02,0.8004552002196497,0.5686077499313595,0.4125,0.8195447997803502,0.5626422500686405,0.4125
tree,seed_101_breaks_32,101,35,0.5,0.02,0.8004552002196497,0.39360774993135944,0.2375,0.8195447997803502,0.38764225006864056,0.2375
tree,seed_101_breaks_32,101,21,0.5,0.02,0.661520016959949,0.4125,0.6365499894000319,0.6784799830400509,0.4125,0.6259500105999682
tree,seed_101_breaks_32,101,53,0.5,0.02,0.8004552002196497,0.7436077499313595,0.4125,0.8195447997803502,0.7376422500686405,0.4125
tree,seed_101_breaks_32,101,10,0.5,0.02,0.521520016959949,0.36345001059996823,0.675,0.5384799830400508,0.3740499894000318,0.675
tree,seed_101_breaks_32,101,45,0.5,0.02,0.8004552002196497,0.39360774993135944,0.7625,0.8195447997803502,0.38764225006864056,0.7625
tree,seed_101_breaks_32,101,55,0.5,0.02,0.8004552002196497,0.5686077499313595,0.5875,0.8195447997803502,0.5626422500686405,0.5875
tree,seed_101_breaks_32,101,39,0.5,0.02,0.8004552002196497,0.21860774993135945,0.5875,0.8195447997803502,0.21264225006864051,0.5875
tree,seed_101_breaks_32,101,43,0.5,0.02,0.8004552002196497,0.39360774993135944,0.5875,0.8195447997803502,0.38764225006864056,0.5875
tree,seed_101_breaks_32,101,34,0.5,0.02,0.8004552002196497,0.2563922500686405,0.4125,0.8195447997803502,0.2623577499313595,0.4125
tree,seed_101_breaks_32,101,51,0.5,0.02,0.8004552002196497,0.7436077499313595,0.2375,0.8195447997803502,0.7376422500686405,0.2375
tree,seed_101_breaks_32,101,60,0.5,0.02,0.8004552002196497,0.7813922500686404,0.5875,0.8195447997803502,0.7873577499313594,0.5875
